Version	Set	Item 1	Item 2	Item 3	Item 4	Item 5	Item 6
1174	12	5	15	2	9	11	7
1174	13	17	29	6	22	24	21
1174	14	14	23	2	18	20	17
1174	15	7	25	3	21	23	16
1175	1	17	20	3	5	30	10
1175	2	12	21	1	7	25	8
1175	3	16	22	10	12	29	14
1175	4	12	20	4	9	23	11
1175	5	15	21	5	6	24	11
1175	6	23	25	3	6	27	13
1175	7	25	26	10	19	28	24
1175	8	20	26	8	14	27	15
1175	9	19	22	7	11	30	18
1175	10	21	27	2	17	29	18
1175	11	9	14	2	3	24	7
1175	12	28	29	4	6	30	8
1175	13	17	22	1	9	28	13
1175	14	18	23	1	5	26	16
1175	15	15	16	2	4	19	13
1176	1	26	8	20	27	3	25
1176	2	21	5	12	28	3	14
1176	3	26	9	17	28	4	22
1176	4	29	4	7	30	1	14
1176	5	25	9	18	29	6	21
1176	6	23	10	11	30	9	20
1176	7	24	8	16	28	7	23
1176	8	24	11	17	25	1	19
1176	9	16	2	5	27	1	6
1176	10	27	13	15	30	12	17
1176	11	19	12	16	20	4	18
1176	12	14	8	10	18	2	13
1176	13	26	10	15	29	5	24
1176	14	22	15	19	23	2	21
1176	15	13	6	7	22	3	11
1177	1	30	12	9	10	4	24
1177	2	25	21	8	9	6	22
1177	3	28	22	5	12	2	23
1177	4	29	19	8	17	4	23
1177	5	26	18	6	11	2	19
1177	6	30	21	14	17	7	26
1177	7	27	24	3	22	1	26
1177	8	28	18	14	16	9	20
1177	9	17	13	11	12	1	16
1177	10	29	14	3	10	2	15
1177	11	27	21	11	20	10	23
1177	12	30	19	5	16	3	25
1177	13	29	24	7	13	6	28
1177	14	20	8	5	7	1	15
1177	15	27	18	13	15	4	25
1178	1	22	24	26	23	3	2
1178	2	9	22	28	18	7	1
1178	3	9	24	25	16	6	5
1178	4	12	15	25	13	4	2
1178	5	14	25	30	19	7	3
1178	6	16	28	29	27	15	14
1178	7	13	21	23	14	6	1
1178	8	10	22	27	21	5	4
1178	9	11	23	30	15	8	5
1178	10	7	17	20	8	6	4
1178	11	19	26	28	21	12	8
1178	12	13	26	29	20	11	9
1178	13	12	18	20	16	10	3
1178	14	18	24	27	19	17	11
1178	15	10	29	30	17	2	1
1179	1	10	7	20	5	30	16
1179	2	20	12	24	4	29	21
1179	3	7	4	26	1	27	22
1179	4	15	13	19	2	22	16
1179	5	12	11	25	2	26	18
1179	6	13	9	21	7	28	14
1179	7	19	17	25	9	27	20
1179	8	11	8	28	1	30	17
1179	9	14	4	17	3	18	16
1179	10	6	2	23	1	24	14
1179	11	11	6	21	5	27	15
1179	12	10	9	22	8	23	12
1179	13	8	5	24	3	25	13
1179	14	18	10	28	6	29	19
1179	15	23	15	29	3	30	26
1180	1	12	22	14	11	4	2
1180	2	27	29	28	13	10	3
1180	3	18	24	22	16	15	13
1180	4	18	23	21	5	4	3
1180	5	24	28	26	17	11	8
1180	6	23	28	25	20	14	9
1180	7	18	27	25	8	6	2
1180	8	9	19	15	8	7	5
1180	9	10	30	22	9	6	1
1180	10	21	27	24	12	7	1
1180	11	17	20	19	12	6	3
1180	12	21	30	29	17	15	14
1180	13	16	26	20	10	7	4
1180	14	23	30	26	19	13	2
1180	15	16	29	25	11	5	1
1181	1	3	23	21	18	10	1
1181	2	13	30	24	23	17	7
1181	3	6	15	14	13	12	1
1181	4	14	29	23	22	20	9
1181	5	8	30	27	21	15	5
1181	6	11	28	27	26	17	9
1181	7	10	22	17	16	15	2
1181	8	4	29	11	7	5	1
1181	9	10	27	25	20	19	4
1181	10	4	18	12	9	8	2
1181	11	5	28	25	22	13	3
1181	12	18	30	29	26	19	6
1181	13	11	24	19	16	12	3
1181	14	14	26	25	24	21	2
1181	15	7	28	20	16	8	6
1182	1	1	9	18	21	28	16
1182	2	5	20	24	26	29	21
1182	3	2	4	13	28	30	11
1182	4	10	11	22	23	24	16
1182	5	1	3	15	23	29	4
1182	6	9	15	19	22	27	17
1182	7	3	8	14	20	30	9
1182	8	7	13	23	25	27	20
1182	9	1	6	13	19	26	12
1182	10	2	5	12	14	15	10
1182	11	4	6	10	21	27	8
1182	12	2	7	16	17	26	8
1182	13	7	11	18	19	29	14
1182	14	5	6	22	25	30	18
1182	15	3	12	24	25	28	17
1183	1	22	1	2	28	12	14
1183	2	22	5	11	25	13	17
1183	3	21	3	9	30	17	19
1183	4	27	7	15	30	18	22
1183	5	24	2	7	25	8	21
1183	6	16	1	3	20	7	10
1183	7	21	11	12	29	16	18
1183	8	25	4	6	27	12	19
1183	9	26	2	5	30	6	20
1183	10	24	3	13	27	14	23
1183	11	23	6	10	28	17	18
1183	12	14	5	8	29	9	10
1183	13	26	4	9	28	16	24
1183	14	26	1	13	29	15	19
1183	15	20	4	8	23	11	15
1184	1	30	1	11	27	25	15
1184	2	28	7	8	20	18	17
1184	3	26	1	3	22	21	5
1184	4	29	3	6	27	13	8
1184	5	25	2	4	16	8	5
1184	6	22	6	9	18	16	14
1184	7	30	2	17	29	26	23
1184	8	27	4	12	24	19	18
1184	9	23	4	7	21	14	11
1184	10	28	1	2	24	10	9
1184	11	30	6	10	21	20	19
1184	12	28	12	13	23	22	15
1184	13	29	5	14	24	20	15
1184	14	26	7	9	25	19	13
1184	15	17	3	10	16	12	11
1185	1	20	17	26	23	24	7
1185	2	8	6	26	12	22	3
1185	3	14	10	23	16	19	4
1185	4	14	12	29	15	21	7
1185	5	9	4	28	12	13	2
1185	6	18	5	25	21	23	2
1185	7	9	6	24	16	21	1
1185	8	13	11	29	18	26	10
1185	9	19	17	29	25	28	8
1185	10	13	6	27	19	20	5
1185	11	4	3	30	17	18	1
1185	12	10	2	22	15	20	1
1185	13	22	9	30	25	27	7
1185	14	11	8	30	15	16	5
1185	15	14	11	28	24	27	3
1186	1	4	1	16	11	24	25
1186	2	7	1	20	8	21	30
1186	3	10	5	18	15	20	29
1186	4	13	2	23	15	25	30
1186	5	10	1	22	14	26	28
1186	6	6	5	11	7	14	23
1186	7	13	4	17	14	18	19
1186	8	9	3	23	10	24	27
1186	9	9	2	19	16	20	26
1186	10	12	4	21	15	27	28
1186	11	6	2	18	8	24	28
1186	12	11	9	17	12	22	30
1186	13	5	3	12	8	13	26
1186	14	6	3	17	16	21	29
1186	15	19	7	25	22	27	29
1187	1	18	13	19	26	8	9
1187	2	18	17	24	25	6	7
1187	3	18	16	28	30	2	10
1187	4	20	14	22	27	10	11
1187	5	14	6	15	21	2	3
1187	6	17	15	20	30	9	12
1187	7	24	22	26	28	1	21
1187	8	9	7	11	28	3	5
1187	9	16	14	17	23	1	13
1187	10	11	8	23	25	2	4
1187	11	27	8	29	30	1	7
1187	12	16	15	19	22	4	5
1187	13	23	19	24	27	3	12
1187	14	21	20	25	29	5	13
1187	15	12	10	26	29	4	6
1188	1	17	10	4	25	3	22
1188	2	21	15	14	26	13	22
1188	3	16	15	3	23	2	19
1188	4	8	7	4	18	2	11
1188	5	16	8	5	21	1	20
1188	6	17	12	5	26	2	24
1188	7	20	19	13	30	4	29
1188	8	27	26	23	29	8	28
1188	9	11	6	5	29	3	14
1188	10	24	19	6	28	1	25
1188	11	16	14	9	27	7	25
1188	12	21	18	17	30	6	27
1188	13	18	13	10	24	9	23
1188	14	20	12	11	28	9	22
1188	15	12	10	7	30	1	15
1189	1	6	26	4	30	29	16
1189	2	5	12	1	25	21	11
1189	3	8	12	7	16	14	10
1189	4	7	11	3	26	19	9
1189	5	5	20	3	29	22	10
1189	6	19	21	2	30	27	20
1189	7	5	16	2	24	17	9
1189	8	11	15	4	28	20	13
1189	9	13	23	12	27	26	17
1189	10	8	19	4	25	24	18
1189	11	10	17	6	21	18	15
1189	12	8	15	1	29	23	9
1189	13	6	25	3	28	27	14
1189	14	13	22	1	30	24	14
1189	15	7	22	2	28	23	18
1190	1	1	6	24	18	12	19
1190	2	2	3	29	15	5	18
1190	3	7	8	29	22	11	26
1190	4	2	9	25	17	16	20
1190	5	6	9	30	27	11	28
1190	6	4	10	26	19	13	25
1190	7	7	10	27	20	15	24
1190	8	5	6	26	21	20	23
1190	9	3	16	30	22	19	23
1190	10	2	4	21	12	11	14
1190	11	1	3	28	21	7	25
1190	12	12	13	29	23	17	27
1190	13	4	5	28	16	8	24
1190	14	8	10	30	17	14	18
1190	15	1	9	22	14	13	15
1191	1	29	8	12	20	17	14
1191	2	24	3	5	15	9	6
1191	3	26	2	5	22	20	18
1191	4	28	5	13	25	19	17
1191	5	22	1	8	21	13	9
1191	6	23	2	7	21	19	11
1191	7	29	7	10	28	24	18
1191	8	26	1	6	19	14	10
1191	9	27	3	4	22	12	7
1191	10	30	3	16	23	18	17
1191	11	28	12	15	26	21	16
1191	12	27	9	10	25	23	20
1191	13	30	1	11	29	27	15
1191	14	30	2	4	24	14	13
1191	15	25	4	6	16	11	8
1192	1	23	13	3	5	8	24
1192	2	22	18	4	6	13	25
1192	3	22	17	9	11	16	24
1192	4	26	24	1	4	20	30
1192	5	28	26	3	16	18	29
1192	6	20	19	5	6	11	27
1192	7	27	17	2	3	10	30
1192	8	25	23	2	7	19	28
1192	9	23	21	1	6	14	29
1192	10	16	13	1	7	12	27
1192	11	12	9	2	4	8	14
1192	12	25	15	5	9	10	29
1192	13	21	20	8	15	17	28
1192	14	22	21	10	12	19	26
1192	15	18	15	7	11	14	30
1193	1	3	1	4	5	29	24
1193	2	7	1	11	12	23	16
1193	3	15	2	18	19	26	24
1193	4	4	2	7	10	28	27
1193	5	11	6	17	18	29	28
1193	6	5	2	8	11	30	14
1193	7	15	9	20	23	30	28
1193	8	8	3	12	15	22	17
1193	9	7	6	13	20	24	22
1193	10	12	5	18	21	27	25
1193	11	10	3	13	16	30	25
1193	12	16	14	17	19	27	20
1193	13	21	10	22	23	29	26
1193	14	6	1	9	14	26	25
1193	15	8	4	9	13	21	19
1194	1	23	1	20	7	4	30
1194	2	26	1	25	17	5	27
1194	3	19	1	15	12	8	28
1194	4	21	6	16	12	9	27
1194	5	18	4	14	13	12	22
1194	6	17	2	16	14	11	30
1194	7	19	2	6	5	4	29
1194	8	27	3	24	22	19	30
1194	9	11	5	10	9	8	20
1194	10	28	3	25	13	11	29
1194	11	26	7	24	18	9	29
1194	12	21	2	18	8	3	23
1194	13	24	14	21	20	15	25
1194	14	15	6	13	10	7	17
1194	15	26	10	23	22	16	28
1195	1	27	25	26	8	12	29
1195	2	27	11	22	5	10	30
1195	3	23	13	14	1	4	26
1195	4	23	20	21	7	9	25
1195	5	24	17	20	12	15	30
1195	6	10	6	9	1	2	24
1195	7	25	14	15	3	10	28
1195	8	29	6	19	3	4	30
1195	9	13	7	12	2	3	22
1195	10	15	8	9	4	5	16
1195	11	16	11	14	6	7	18
1195	12	23	17	18	2	5	29
1195	13	21	13	17	8	11	28
1195	14	27	19	20	1	18	28
1195	15	24	21	22	16	19	26
1196	1	5	23	13	12	25	14
1196	2	4	26	17	6	28	21
1196	3	3	23	17	9	30	18
1196	4	4	22	15	12	30	16
1196	5	1	21	13	11	30	19
1196	6	3	27	11	6	29	25
1196	7	1	24	20	7	26	23
1196	8	8	20	11	10	22	18
1196	9	7	19	15	8	25	17
1196	10	10	24	15	14	29	21
1196	11	2	16	8	3	26	14
1196	12	2	22	9	6	24	13
1196	13	2	27	19	12	28	20
1196	14	4	10	7	5	27	9
1196	15	1	28	16	5	29	18
1197	1	15	14	29	6	27	17
1197	2	24	5	28	4	27	26
1197	3	8	7	22	6	20	16
1197	4	14	13	24	12	18	16
1197	5	7	2	27	1	19	18
1197	6	12	8	28	3	23	17
1197	7	22	9	30	1	29	28
1197	8	18	8	30	4	25	21
1197	9	11	9	21	2	15	12
1197	10	19	15	25	3	24	22
1197	11	17	16	26	10	21	19
1197	12	14	5	30	2	23	20
1197	13	9	6	25	5	13	10
1197	14	11	3	26	1	20	13
1197	15	10	7	29	4	23	11
1198	1	22	29	18	26	6	15
1198	2	11	18	9	17	1	8
1198	3	16	26	13	20	2	9
1198	4	19	26	17	24	5	7
1198	5	19	30	16	22	11	14
1198	6	15	27	13	24	1	4
1198	7	12	23	8	22	2	7
1198	8	13	30	12	21	5	6
1198	9	14	28	10	23	1	5
1198	10	21	25	20	23	15	17
1198	11	19	27	10	21	3	9
1198	12	28	30	27	29	8	20
1198	13	24	29	14	25	2	3
1198	14	16	25	12	18	4	10
1198	15	7	28	6	11	3	4
1199	1	15	12	28	16	5	2
1199	2	15	9	29	22	7	6
1199	3	25	13	29	28	10	3
1199	4	21	18	30	23	10	5
1199	5	24	22	26	25	18	8
1199	6	14	8	28	21	7	1
1199	7	23	14	27	26	6	2
1199	8	11	3	24	17	2	1
1199	9	16	9	30	17	8	4
1199	10	10	6	20	19	4	1
1199	11	18	12	27	20	9	3
1199	12	21	19	29	26	17	12
1199	13	20	15	30	24	14	13
1199	14	19	16	23	22	13	11
1199	15	11	7	27	25	5	4
1200	1	25	22	8	12	10	4
1200	2	24	21	4	20	14	3
1200	3	28	25	7	18	17	1
1200	4	27	23	7	21	12	5
1200	5	28	22	15	21	19	11
1200	6	29	23	3	17	8	2
1200	7	27	18	11	14	13	2
1200	8	19	18	6	10	9	3
1200	9	29	26	16	25	20	11
1200	10	30	24	16	19	17	5
1200	11	26	13	4	6	5	1
1200	12	30	26	9	15	12	2
1200	13	30	28	13	23	20	10
1200	14	29	27	9	24	22	1
1200	15	16	15	7	14	8	6
1201	1	10	14	22	16	19	25
1201	2	6	8	17	11	14	23
1201	3	9	13	23	16	20	28
1201	4	5	16	29	24	26	30
1201	5	2	5	21	10	11	27
1201	6	3	7	25	9	11	26
1201	7	4	13	22	18	21	26
1201	8	4	6	24	9	15	27
1201	9	7	10	17	13	15	30
1201	10	4	7	19	8	12	29
1201	11	1	3	23	12	21	30
1201	12	2	3	19	6	18	28
1201	13	5	12	18	14	15	20
1201	14	1	17	28	22	27	29
1201	15	1	2	24	8	20	25
1202	1	20	18	26	1	3	2
1202	2	17	12	27	2	9	7
1202	3	25	22	29	1	6	5
1202	4	11	10	22	3	9	8
1202	5	20	17	28	6	15	11
1202	6	19	15	24	4	9	5
1202	7	25	14	28	2	13	4
1202	8	16	14	18	5	12	8
1202	9	23	16	25	3	15	7
1202	10	24	23	28	10	21	18
1202	11	27	26	30	6	24	16
1202	12	22	21	26	14	19	17
1202	13	29	21	30	4	12	11
1202	14	27	23	29	8	20	13
1202	15	19	13	30	1	10	7
1203	1	10	19	11	25	22	29
1203	2	3	12	6	20	18	25
1203	3	11	17	13	24	20	30
1203	4	14	24	18	28	27	29
1203	5	5	13	9	26	25	28
1203	6	1	10	9	27	21	30
1203	7	1	7	4	24	12	26
1203	8	7	16	15	19	17	28
1203	9	2	5	3	15	14	30
1203	10	4	19	5	23	20	27
1203	11	2	7	6	13	10	23
1203	12	12	16	14	22	21	23
1203	13	6	15	8	26	21	29
1203	14	3	8	4	11	9	16
1203	15	1	8	2	18	17	22
1204	1	25	1	15	26	30	4
1204	2	6	2	5	9	24	4
1204	3	17	9	13	26	27	12
1204	4	16	4	10	21	23	8
1204	5	18	13	16	19	28	15
1204	6	19	1	9	20	22	8
1204	7	22	14	17	24	29	16
1204	8	13	2	10	22	25	7
1204	9	14	3	12	21	25	6
1204	10	17	6	11	18	30	8
1204	11	11	3	10	19	27	5
1204	12	24	3	20	28	30	7
1204	13	23	2	14	26	28	11
1204	14	20	5	15	23	29	12
1204	15	21	1	18	27	29	7
1205	1	2	14	25	6	30	27
1205	2	8	10	11	9	27	23
1205	3	12	22	23	17	30	29
1205	4	1	6	13	5	23	16
1205	5	3	12	15	9	25	16
1205	6	4	8	13	7	30	19
1205	7	6	15	17	7	20	18
1205	8	11	19	20	16	26	22
1205	9	5	14	18	10	28	22
1205	10	1	8	18	3	29	24
1205	11	4	21	25	5	29	26
1205	12	11	14	15	13	24	21
1205	13	1	7	9	2	28	26
1205	14	3	19	21	17	28	27
1205	15	2	10	12	4	24	20
1206	1	1	8	19	10	21	2
1206	2	7	12	18	15	21	11
1206	3	2	9	23	22	30	7
1206	4	2	6	18	14	26	4
1206	5	3	16	21	17	22	6
1206	6	6	12	20	19	24	9
1206	7	5	15	20	16	26	8
1206	8	3	7	13	10	27	5
1206	9	1	4	23	20	28	3
1206	10	8	11	25	13	28	9
1206	11	1	14	29	15	30	13
1206	12	10	24	26	25	29	22
1206	13	5	18	28	24	30	17
1206	14	4	17	27	19	29	11
1206	15	12	16	25	23	27	14
1207	1	30	8	5	16	12	20
1207	2	27	5	2	15	14	26
1207	3	23	9	7	17	11	20
1207	4	23	5	4	18	13	21
1207	5	29	3	1	17	16	27
1207	6	29	4	2	10	7	24
1207	7	28	15	6	18	17	25
1207	8	30	10	3	15	11	21
1207	9	28	7	1	13	8	14
1207	10	30	6	4	22	9	27
1207	11	25	2	1	20	19	21
1207	12	28	10	9	19	12	26
1207	13	24	8	3	19	18	22
1207	14	26	11	6	16	13	24
1207	15	29	14	12	23	22	25
1208	1	4	5	19	27	23	16
1208	2	9	14	17	30	29	15
1208	3	2	3	17	28	23	13
1208	4	1	7	22	27	25	9
1208	5	6	14	18	26	21	16
1208	6	5	7	17	26	20	12
1208	7	12	15	21	28	25	19
1208	8	3	6	10	24	12	9
1208	9	1	3	18	29	19	11
1208	10	8	16	24	30	28	22
1208	11	1	5	10	14	13	8
1208	12	10	11	21	23	22	20
1208	13	4	13	25	29	26	24
1208	14	2	8	18	27	20	15
1208	15	2	4	7	30	11	6
1209	1	12	4	14	25	27	28
1209	2	6	2	18	19	21	29
1209	3	7	5	9	15	21	27
1209	4	11	1	13	17	21	28
1209	5	12	1	15	24	29	30
1209	6	8	2	10	15	17	22
1209	7	6	1	10	16	26	27
1209	8	6	3	7	13	22	25
1209	9	4	2	7	16	23	24
1209	10	14	3	16	17	20	30
1209	11	18	11	23	25	26	30
1209	12	20	5	22	23	28	29
1209	13	9	4	10	11	19	20
1209	14	5	3	8	12	19	26
1209	15	9	8	13	14	18	24
1210	1	11	18	2	14	4	7
1210	2	22	30	11	25	15	19
1210	3	8	19	3	9	5	7
1210	4	17	26	1	22	3	12
1210	5	21	29	3	27	4	10
1210	6	23	29	7	24	13	17
1210	7	20	25	9	21	12	14
1210	8	15	27	2	16	12	13
1210	9	24	28	4	26	16	19
1210	10	20	24	6	22	10	18
1210	11	13	30	1	14	6	8
1210	12	16	21	5	17	6	11
1210	13	27	30	5	28	20	23
1210	14	23	26	2	25	8	10
1210	15	18	29	1	28	9	15
1211	1	15	11	23	12	25	29
1211	2	19	6	20	8	21	29
1211	3	11	7	13	9	17	21
1211	4	15	4	18	9	20	26
1211	5	14	3	16	11	19	22
1211	6	17	2	24	6	25	30
1211	7	13	3	23	8	24	26
1211	8	10	7	18	8	22	30
1211	9	5	2	7	4	16	23
1211	10	9	1	12	5	19	30
1211	11	6	3	10	5	15	28
1211	12	21	16	24	18	27	28
1211	13	22	1	26	2	27	29
1211	14	12	4	14	10	17	27
1211	15	14	1	20	13	25	28
1212	1	2	27	8	28	13	14
1212	2	1	15	5	29	12	14
1212	3	9	23	12	28	19	21
1212	4	4	24	6	25	14	20
1212	5	5	20	9	26	10	13
1212	6	8	26	11	29	19	25
1212	7	11	27	12	30	17	24
1212	8	1	20	7	30	18	19
1212	9	1	16	3	27	4	9
1212	10	2	17	7	29	10	16
1212	11	6	28	16	30	22	26
1212	12	4	22	7	23	8	15
1212	13	3	15	6	21	10	11
1212	14	2	22	5	24	18	21
1212	15	3	23	13	25	17	18
1213	1	24	28	7	5	16	30
1213	2	11	14	5	3	6	17
1213	3	13	15	9	1	12	28
1213	4	16	19	13	4	14	21
1213	5	6	7	2	1	4	23
1213	6	24	27	14	10	23	29
1213	7	20	22	13	7	18	27
1213	8	16	20	11	8	12	29
1213	9	21	24	8	1	17	25
1213	10	22	26	10	6	19	28
1213	11	11	18	9	4	10	25
1213	12	22	29	9	2	17	30
1213	13	20	25	15	3	19	30
1213	14	18	23	8	5	15	26
1213	15	21	26	3	2	12	27
1214	1	28	22	24	21	26	7
1214	2	25	10	13	7	14	5
1214	3	30	13	23	11	27	6
1214	4	22	13	15	2	20	1
1214	5	28	17	18	10	23	1
1214	6	23	7	9	4	15	3
1214	7	21	12	16	5	17	2
1214	8	30	14	19	4	24	2
1214	9	29	11	16	4	26	1
1214	10	25	11	20	9	21	8
1214	11	29	9	19	6	28	5
1214	12	27	17	19	8	22	3
1214	13	30	18	25	12	26	3
1214	14	18	14	15	8	16	6
1214	15	29	20	24	12	27	10
1215	1	17	23	9	4	15	3
1215	2	19	27	13	5	16	4
1215	3	27	29	24	10	25	3
1215	4	15	28	11	10	13	2
1215	5	19	30	10	8	14	1
1215	6	24	26	16	8	23	2
1215	7	24	30	17	11	20	7
1215	8	26	29	13	12	20	6
1215	9	28	30	12	5	21	3
1215	10	22	27	9	6	11	1
1215	11	16	21	14	7	15	6
1215	12	21	29	17	2	18	1
1215	13	23	28	20	19	22	18
1215	14	22	25	8	7	12	4
1215	15	25	26	14	9	18	5
1216	1	10	20	9	25	5	3
1216	2	18	21	15	30	10	1
1216	3	26	29	22	30	14	11
1216	4	18	19	13	29	6	3
1216	5	25	26	23	28	8	4
1216	6	19	22	16	24	5	4
1216	7	21	24	14	25	6	2
1216	8	14	18	12	23	7	5
1216	9	19	26	17	27	10	7
1216	10	24	27	20	30	12	8
1216	11	9	28	7	29	2	1
1216	12	17	21	13	22	9	8
1216	13	16	20	13	23	11	1
1216	14	11	15	4	27	3	2
1216	15	16	17	15	28	12	6
1217	1	8	23	9	16	20	13
1217	2	5	29	8	24	25	18
1217	3	4	27	7	12	21	9
1217	4	1	19	8	12	15	10
1217	5	3	29	10	13	27	11
1217	6	1	26	3	6	7	5
1217	7	3	21	14	17	18	16
1217	8	9	29	19	26	28	22
1217	9	2	30	5	20	21	15
1217	10	2	25	4	14	22	10
1217	11	6	30	12	25	28	16
1217	12	4	20	6	18	19	11
1217	13	1	30	11	22	23	17
1217	14	2	28	7	17	24	13
1217	15	14	27	15	24	26	23
1218	1	28	10	21	30	22	25
1218	2	23	2	3	28	14	19
1218	3	26	2	11	29	21	24
1218	4	16	1	5	21	7	14
1218	5	23	5	12	29	15	17
1218	6	25	3	12	27	20	24
1218	7	26	8	16	30	17	20
1218	8	29	1	4	30	19	27
1218	9	17	2	4	18	10	13
1218	10	14	4	6	25	8	9
1218	11	18	6	11	28	12	16
1218	12	20	5	9	22	18	19
1218	13	15	3	7	26	9	10
1218	14	23	7	8	27	11	13
1218	15	22	1	6	24	13	15
1219	1	3	10	25	22	29	17
1219	2	2	7	21	17	27	13
1219	3	2	8	19	18	30	12
1219	4	9	10	20	13	24	12
1219	5	11	14	29	23	30	20
1219	6	1	6	18	11	22	7
1219	7	1	5	25	23	27	12
1219	8	4	14	25	21	28	19
1219	9	3	6	20	15	21	8
1219	10	4	7	23	15	26	9
1219	11	1	2	15	14	16	10
1219	12	5	6	28	17	30	9
1219	13	13	16	28	26	29	18
1219	14	3	11	26	24	27	19
1219	15	4	5	22	16	24	8
1220	1	1	27	25	6	14	30
1220	2	5	29	23	16	22	30
1220	3	7	28	27	18	21	29
1220	4	1	20	19	7	10	23
1220	5	1	21	15	4	9	22
1220	6	3	23	17	9	12	26
1220	7	5	17	14	7	11	24
1220	8	3	19	15	8	11	30
1220	9	2	21	12	5	8	25
1220	10	3	24	13	4	6	29
1220	11	2	26	24	15	20	27
1220	12	6	18	16	8	10	26
1220	13	2	19	17	4	16	28
1220	14	12	20	18	13	14	22
1220	15	9	25	13	10	11	28
1221	1	13	22	5	4	19	8
1221	2	23	28	14	13	26	18
1221	3	18	21	11	8	20	16
1221	4	20	27	7	4	25	12
1221	5	16	25	3	1	22	10
1221	6	27	30	22	15	29	26
1221	7	17	27	11	1	19	14
1221	8	15	18	6	3	17	7
1221	9	25	29	6	2	28	8
1221	10	16	30	9	7	24	13
1221	11	11	26	9	2	12	10
1221	12	12	24	5	1	23	6
1221	13	21	30	10	5	28	17
1221	14	20	29	9	3	23	19
1221	15	15	24	4	2	21	14
1222	1	7	6	1	28	21	22
1222	2	23	19	8	30	26	28
1222	3	10	9	5	28	14	15
1222	4	10	3	1	27	16	19
1222	5	7	5	4	25	19	20
1222	6	10	8	2	24	11	12
1222	7	14	11	6	27	17	23
1222	8	15	11	4	21	16	18
1222	9	12	9	3	23	18	20
1222	10	13	2	1	26	15	25
1222	11	24	22	9	29	25	27
1222	12	17	12	5	29	21	26
1222	13	4	3	2	30	17	22
1222	14	14	13	7	30	18	24
1222	15	13	8	6	29	16	20
1223	1	19	16	22	28	23	9
1223	2	13	9	17	29	20	7
1223	3	8	6	11	22	17	4
1223	4	10	9	18	26	21	6
1223	5	7	5	8	16	14	1
1223	6	15	10	20	30	25	8
1223	7	11	2	18	25	19	1
1223	8	20	5	21	27	22	2
1223	9	5	4	13	24	18	3
1223	10	13	12	15	26	16	11
1223	11	17	12	24	30	28	2
1223	12	21	15	23	29	24	1
1223	13	14	6	19	30	29	3
1223	14	25	7	26	28	27	3
1223	15	12	10	14	27	23	4
1224	1	1	8	13	10	26	17
1224	2	7	16	20	19	26	21
1224	3	4	6	21	13	30	28
1224	4	2	5	17	16	30	22
1224	5	4	7	11	9	25	17
1224	6	1	2	15	11	29	19
1224	7	8	12	22	19	28	27
1224	8	6	11	16	14	27	24
1224	9	5	8	23	20	25	24
1224	10	3	7	15	14	28	23
1224	11	5	9	15	13	27	18
1224	12	1	3	21	18	25	22
1224	13	2	3	10	4	24	12
1224	14	10	14	20	18	30	29
1224	15	6	9	23	12	29	26
1225	1	11	23	13	4	19	28
1225	2	18	21	19	1	20	30
1225	3	8	24	12	2	20	28
1225	4	4	24	6	3	15	30
1225	5	12	22	13	7	16	26
1225	6	6	21	8	5	13	25
1225	7	3	26	10	2	19	29
1225	8	5	17	7	2	15	18
1225	9	5	22	9	3	14	28
1225	10	12	27	14	11	17	30
1225	11	15	25	16	11	20	29
1225	12	18	27	22	6	23	29
1225	13	10	24	16	9	21	27
1225	14	4	14	7	1	10	25
1225	15	8	23	9	1	17	26
1226	1	25	19	27	1	2	23
1226	2	15	10	17	2	3	13
1226	3	18	11	22	2	4	12
1226	4	19	14	28	5	8	15
1226	5	25	15	30	7	12	16
1226	6	21	18	28	1	7	20
1226	7	17	8	20	4	6	16
1226	8	28	24	30	3	22	26
1226	9	25	14	29	3	6	18
1226	10	24	7	27	4	5	13
1226	11	24	21	29	10	16	23
1226	12	22	9	29	1	8	13
1226	13	23	9	30	5	6	11
1226	14	26	14	27	10	11	20
1226	15	21	17	26	9	12	19
1227	1	25	4	8	21	28	3
1227	2	28	9	12	19	29	1
1227	3	23	4	6	11	27	1
1227	4	26	16	17	18	27	8
1227	5	22	5	6	19	26	3
1227	6	13	8	9	11	15	7
1227	7	21	14	18	19	24	7
1227	8	15	4	5	14	20	2
1227	9	28	10	17	20	30	7
1227	10	25	2	16	22	30	1
1227	11	23	18	20	22	29	13
1227	12	24	10	11	12	26	2
1227	13	21	9	10	16	23	5
1227	14	17	12	13	14	25	6
1227	15	29	15	24	27	30	3
1228	1	22	30	27	2	15	13
1228	2	14	19	18	2	8	4
1228	3	12	27	23	6	8	7
1228	4	23	29	25	9	18	13
1228	5	18	26	20	3	7	5
1228	6	20	28	21	9	19	10
1228	7	23	28	26	1	22	14
1228	8	17	29	27	1	10	3
1228	9	17	24	22	4	9	5
1228	10	15	29	19	5	12	11
1228	11	11	26	16	2	10	6
1228	12	16	24	21	3	13	8
1228	13	25	30	28	7	24	11
1228	14	17	25	21	6	15	14
1228	15	16	30	20	1	12	4
1229	1	30	9	10	16	28	19
1229	2	27	2	4	6	26	19
1229	3	30	8	11	21	26	25
1229	4	14	4	5	8	12	10
1229	5	30	1	6	14	29	15
1229	6	29	8	16	17	27	24
1229	7	23	3	4	9	22	15
